[36m■[0m,[44m  [0m,[37m■[0m,[42m  [0m,[43m  [0m,[36;43m□[0m,[44m︻[0m,[44m▋[0m
石牆,護城河,石壁,小徑,走道,大廳,石板橋,石板橋
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,00
00,03,01,01,01,01,01,01,01,01,01,01,07,01,01,01,01,01,01,01,01,01,03,00
00,03,01,01,01,01,01,01,01,01,01,01,07,01,01,01,01,01,01,01,01,01,03,00
00,03,01,01,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,01,01,03,00
00,03,01,01,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,02,05,05,05,05,05,05,05,05,05,04,04,01,01,03,00
00,03,01,01,04,02,02,05,02,05,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,02,05,05,05,05,05,05,05,05,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,02,02,02,02,02,02,02,02,05,02,02,04,01,01,03,00
00,03,06,06,04,02,02,05,02,05,05,05,05,05,05,05,05,02,02,04,06,06,03,00
00,03,01,01,04,02,02,05,02,05,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,02,05,05,05,05,05,05,05,05,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,02,02,02,02,02,02,02,02,05,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,05,05,05,02,05,05,05,02,05,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,05,02,05,05,05,02,05,05,05,02,02,04,01,01,03,00
00,03,01,01,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,01,01,03,00
00,03,01,01,01,01,01,01,01,01,01,01,07,01,01,01,01,01,01,01,01,01,03,00
00,03,01,01,01,01,01,01,01,01,01,01,07,01,01,01,01,01,01,01,01,01,03,00
00,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,00
00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
