[0m[44;1m﹋[0m,[33;44m◢[37;40m,[32;42;1m森[0m,[32m■[37m,[42;1m房
[0m海洋,島圍,森林,荒島上的小路,野蠻人的小屋
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,00
00,00,00,00,00,00,01,01,01,01,00,00,01,01,01,00,00,00,00,00
00,00,01,01,01,01,01,02,02,01,01,00,01,02,02,01,00,00,00,00
00,00,01,02,02,03,02,02,02,02,01,01,01,02,03,01,01,00,00,00
00,00,01,02,02,03,03,03,02,02,02,02,02,03,03,01,01,00,00,00
00,00,00,01,02,02,03,03,02,02,02,02,02,03,02,02,01,00,00,00
00,00,00,01,02,02,02,03,03,02,03,03,03,03,02,02,01,01,00,00
00,00,01,02,04,04,02,02,03,03,03,02,02,02,02,02,02,01,01,00
00,01,02,02,04,03,02,02,03,03,02,02,02,02,03,03,03,01,01,00
00,00,01,02,04,03,03,03,03,03,03,03,03,03,03,04,04,04,01,00
00,00,00,01,02,03,03,02,02,03,03,02,02,02,03,04,04,04,01,00
00,00,00,01,01,02,02,02,02,03,03,02,02,02,02,03,03,01,01,00
00,00,00,00,01,01,02,03,03,03,03,03,03,02,02,02,02,01,00,00
00,00,00,00,01,02,03,03,02,02,02,02,03,03,02,02,01,00,00,00
00,00,00,01,02,03,03,02,01,01,01,02,03,03,02,01,01,00,00,00
00,00,01,02,02,04,04,02,01,00,01,01,02,02,01,01,00,00,00,00
00,00,01,01,01,02,02,01,01,00,00,01,02,02,01,00,00,00,00,00
00,00,00,00,01,01,01,00,00,00,00,00,01,01,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
